x	y	label	clickSelects	showSelected1	group
2	7.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Designate.district.level.contact.person.	1
2	0.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	2
2	4.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Use.technology.to.increase.the.quality.and.time...	3
2	11.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Participate.in.regional..cadre..and.state.event...	4
2	6.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Annually..summarize.district.wide.fidelity.and....	5
2	11.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Align.implementation.goals.with.CSIP..Comprehen...	6
2	12.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	CFA_avg	7
2	11.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	ETLP_avg	8
2	18.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	DBDM_avg	9
2	12.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	PD_avg	10
2	12.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Leadership_avg	11
2	20.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students..All.Grades..Excludes.AE...Public.School..mean	12
2	19.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students..All.Grades..Excludes.AE...Public.School..sd	13
2	20.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Total.Students..All.Grades..Excludes.AE...Public.School..median	14
2	15.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..min	15
2	20.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..max	16
2	20.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..mean	17
2	19.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..sd	18
2	20.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Full.Time.Equivalent..FTE..Teachers..Public.School..median	19
2	13.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..min	20
2	17.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..max	21
2	18.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..mean	22
2	12.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..sd	23
2	18.7	Administer.implementation.survey..e.g..Collabor...	Administer.implementation.survey..e.g..Collabor...	Pupil.Teacher.Ratio..Public.School..median	24
