x	xend	y	yend	showSelected1	PANEL
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
-0.0232011248812681	0.239147644099774	1	1	Calculated_NCES_Full.Time.Equivalent..FTE..Teachers..Public.School..sd	1
