group	y	label
1	277.25	Free.Lunch.Eligible.median
2	277.25	Free.Lunch.Eligible.median
3	277.25	Free.Lunch.Eligible.median
4	277.25	Free.Lunch.Eligible.median
5	277.25	Free.Lunch.Eligible.median
6	277.25	Free.Lunch.Eligible.median
7	277.25	Free.Lunch.Eligible.median
8	277.25	Free.Lunch.Eligible.median
9	277.25	Free.Lunch.Eligible.median
10	277.25	Free.Lunch.Eligible.median
11	277.25	Free.Lunch.Eligible.median
12	277.25	Free.Lunch.Eligible.median
13	277.25	Free.Lunch.Eligible.median
14	277.25	Free.Lunch.Eligible.median
15	277.25	Free.Lunch.Eligible.median
16	277.25	Free.Lunch.Eligible.median
17	277.25	Free.Lunch.Eligible.median
18	277.25	Free.Lunch.Eligible.median
19	277.25	Free.Lunch.Eligible.median
20	277.25	Free.Lunch.Eligible.median
21	277.25	Free.Lunch.Eligible.median
22	277.25	Free.Lunch.Eligible.median
23	277.25	Free.Lunch.Eligible.median
24	277.25	Free.Lunch.Eligible.median
25	277.25	Free.Lunch.Eligible.median
26	277.25	Free.Lunch.Eligible.median
27	277.25	Free.Lunch.Eligible.median
28	277.25	Free.Lunch.Eligible.median
29	277.25	Free.Lunch.Eligible.median
30	277.25	Free.Lunch.Eligible.median
31	277.25	Free.Lunch.Eligible.median
32	277.25	Free.Lunch.Eligible.median
33	277.25	Free.Lunch.Eligible.median
34	277.25	Free.Lunch.Eligible.median
35	277.25	Free.Lunch.Eligible.median
36	277.25	Free.Lunch.Eligible.median
37	277.25	Free.Lunch.Eligible.median
38	277.25	Free.Lunch.Eligible.median
39	277.25	Free.Lunch.Eligible.median
40	277.25	Free.Lunch.Eligible.median
41	277.25	Free.Lunch.Eligible.median
42	277.25	Free.Lunch.Eligible.median
43	277.25	Free.Lunch.Eligible.median
44	277.25	Free.Lunch.Eligible.median
45	277.25	Free.Lunch.Eligible.median
46	277.25	Free.Lunch.Eligible.median
47	277.25	Free.Lunch.Eligible.median
48	277.25	Free.Lunch.Eligible.median
49	277.25	Free.Lunch.Eligible.median
50	277.25	Free.Lunch.Eligible.median
