group	y	label
1	3.5	CWIS_CFA_avg
2	3.5	CWIS_CFA_avg
3	3.5	CWIS_CFA_avg
4	3.5	CWIS_CFA_avg
5	3.5	CWIS_CFA_avg
6	3.5	CWIS_CFA_avg
7	3.5	CWIS_CFA_avg
8	3.5	CWIS_CFA_avg
9	3.5	CWIS_CFA_avg
10	3.5	CWIS_CFA_avg
11	3.5	CWIS_CFA_avg
12	3.5	CWIS_CFA_avg
13	3.5	CWIS_CFA_avg
14	3.5	CWIS_CFA_avg
15	3.5	CWIS_CFA_avg
16	3.5	CWIS_CFA_avg
17	3.5	CWIS_CFA_avg
18	3.5	CWIS_CFA_avg
19	3.5	CWIS_CFA_avg
20	3.5	CWIS_CFA_avg
21	3.5	CWIS_CFA_avg
22	3.5	CWIS_CFA_avg
23	3.5	CWIS_CFA_avg
24	3.5	CWIS_CFA_avg
25	3.5	CWIS_CFA_avg
26	3.5	CWIS_CFA_avg
27	3.5	CWIS_CFA_avg
28	3.5	CWIS_CFA_avg
29	3.5	CWIS_CFA_avg
30	3.5	CWIS_CFA_avg
31	3.5	CWIS_CFA_avg
32	3.5	CWIS_CFA_avg
33	3.5	CWIS_CFA_avg
34	3.5	CWIS_CFA_avg
35	3.5	CWIS_CFA_avg
36	3.5	CWIS_CFA_avg
37	3.5	CWIS_CFA_avg
38	3.5	CWIS_CFA_avg
39	3.5	CWIS_CFA_avg
40	3.5	CWIS_CFA_avg
41	3.5	CWIS_CFA_avg
42	3.5	CWIS_CFA_avg
43	3.5	CWIS_CFA_avg
44	3.5	CWIS_CFA_avg
45	3.5	CWIS_CFA_avg
46	3.5	CWIS_CFA_avg
47	3.5	CWIS_CFA_avg
48	3.5	CWIS_CFA_avg
49	3.5	CWIS_CFA_avg
