group	y	label
1	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
2	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
3	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
4	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
5	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
6	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
7	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
8	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
9	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
10	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
11	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
12	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
13	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
14	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
15	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
16	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
17	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
18	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
19	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
20	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
21	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
22	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
23	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
24	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
25	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
26	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
27	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
28	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
29	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
30	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
31	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
32	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
33	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
34	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
35	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
36	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
37	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
38	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
39	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
40	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
41	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
42	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
43	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
44	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
45	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
46	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
47	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
48	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
49	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
50	279.65	Free.and.Reduced.Lunch.Students..Public.School..mean
