group	y
1	0.152849740932642
2	0.152849740932642
3	0.152849740932642
4	0.152849740932642
5	0.152849740932642
6	0.152849740932642
7	0.152849740932642
8	0.152849740932642
9	0.152849740932642
10	0.152849740932642
11	0.152849740932642
12	0.152849740932642
13	0.152849740932642
14	0.152849740932642
15	0.152849740932642
16	0.152849740932642
17	0.152849740932642
18	0.152849740932642
19	0.152849740932642
20	0.152849740932642
21	0.152849740932642
22	0.152849740932642
23	0.152849740932642
24	0.152849740932642
25	0.152849740932642
26	0.152849740932642
27	0.152849740932642
28	0.152849740932642
29	0.152849740932642
30	0.152849740932642
31	0.152849740932642
32	0.152849740932642
33	0.152849740932642
34	0.152849740932642
35	0.152849740932642
36	0.152849740932642
37	0.152849740932642
38	0.152849740932642
39	0.152849740932642
40	0.152849740932642
41	0.152849740932642
42	0.152849740932642
43	0.152849740932642
44	0.152849740932642
45	0.152849740932642
46	0.152849740932642
47	0.152849740932642
48	0.152849740932642
49	0.152849740932642
