group	x	y
1	0.981593733262271	0.964230404850095
2	0.70312820887814	0.77412191990556
3	0.800941873000313	0.860047850546737
4	0.332315853921075	0.565517765499119
5	0.155649359884362	0.362599810206641
6	1.03298136867583	0.0310995953716338
7	0.631446567332993	0.554592977925722
8	0.24501289350912	0.971552297007293
9	0.0886961660347879	0.477968298606575
10	0.566871607266366	0.801438239216805
11	0.81306891836226	0.816296809073538
12	0.594001840526319	0.981829085396198
13	0.39234813301691	0.974705412779003
14	0.695636862187336	0.793777745266755
15	1.02915679953992	1.02576730404049
16	0.861021505219063	0.997429939117283
17	1.0194544146955	0.993108692876995
18	0.218567872550338	0.782459866013378
19	0.395625892896205	1.00835108309984
20	-0.0188524865172803	0.981498812958598
21	0.110983587373048	0.899863962996751
22	1.01248449426144	1.03477442409843
23	0.779230431653559	0.258757301326841
24	0.249502218421549	0.769603273160756
25	0.405720174897995	1.03526913467795
26	0.696548206253598	0.318910871514429
27	0.396744131658759	0.16829009615151
28	0.633494703974575	0.536165671404451
29	0.608462517019361	0.835537936147302
30	0.614833389874548	0.480618274044245
31	0.320680466306706	0.996163884457201
32	0.736024423856288	0.677514564866821
33	0.57062320213144	0.666246290163447
34	0.0345733658410609	0.483884591795504
35	0.341124506484379	0.285423369568519
36	0.173096143307963	0.368472218454948
37	0.465064870379865	0.787824015729129
38	0.398525408286263	0.430759479659187
39	1.0044549539499	1.03208214277402
40	0.297040727076431	0.637550920868914
41	0.444605567995459	0.394487518146634
42	0.636787443384528	0.481991991586983
43	0.758436041157693	0.48539477083832
44	0.571166277192533	0.424948997497559
45	0.976844378807064	0.574198439508263
46	0.654206517763774	0.633808023441921
47	0.451519762496041	0.754191808986731
48	0.479717859532684	0.547966253488723
49	0.901064410851234	1.00820163445547
50	0.69318801062898	0.528396600449027
51	0.986890957672149	0.223548033183647
52	0.527533453237265	0.968518567662686
53	0.626093970254402	0.114248447540131
54	0.629696779195219	0.313868814371526
55	0.307383417127033	0.464064284876166
56	0.633020908838759	0.523117180839181
57	0.50906558085233	0.622184568925628
58	0.50106519697234	0.57683599618574
59	1.02378205548972	0.514368772618473
60	0.502644450590015	1.01712374851108
61	0.017564409673214	1.0275804586336
62	0.0648662324797417	0.314279556928842
63	0.355408301593616	0.392026909907606
64	0.619946940559894	0.781038038674742
65	0.411860859066781	0.401454574231591
66	0.199292012900114	0.111094495411962
67	0.316779918571313	0.679840923069666
68	0.604459646783236	0.420670103662249
69	0.712572416548125	0.469719806702479
70	0.354040712577601	0.180176344538729
71	0.685332360665004	0.662458151976268
72	0.564273349903524	1.00291299918666
73	-0.0385083629004657	0.127483725311856
74	1.00896234458312	1.00593567200005
75	0.564996574717972	0.710951473037047
76	0.661304101143032	0.866221849117428
77	-0.00499730309471488	1.00173285488039
